road_id,name,nh_number,segment_start_km,segment_end_km,jurisdiction,category,length_km,lane_count,surface_type,year_constructed,last_major_rehab_year,status,geometry,notes,state,district,taluka,region_type,terrain_type,slope_category,monsoon_rainfall_category,landslide_prone,flood_prone,ghat_section_flag,tourism_route_flag,elevation_m,avg_daily_traffic,truck_percentage,peak_hour_traffic,traffic_weight,seasonal_variation
MA-NH65-SEG-0179,NH65 Segment 179,NH65,20.6,31,Municipality,National,10.4,4,gravel,2008,2022,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,385.8,2094,15.5,213,0.5,"{""M1"":0.96,""M2"":0.91,""M3"":1.15,""M4"":0.99,""M5"":0.96,""M6"":1.07,""M7"":1.16,""M8"":0.97,""M9"":0.91,""M10"":1.15,""M11"":0.97,""M12"":1.14}"
MA-SH60-SEG-0180,SH60 Segment 180,SH60,81.7,95.5,NHAI,Inter-State,13.8,6,earthen,2011,2008,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Radhanagari,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,762.5,5550,13.5,461,1,"{""M1"":1.2,""M2"":1.18,""M3"":0.96,""M4"":0.91,""M5"":0.82,""M6"":1.0,""M7"":0.83,""M8"":1.02,""M9"":1.04,""M10"":0.93,""M11"":1.19,""M12"":0.93}"
MA-NH65-SEG-0181,NH65 Segment 181,NH65,118.4,129.4,PMGSY,Urban,11,4,concrete,1999,2018,active,LINESTRING(...),,Maharashtra,Dhule,Dhule,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,7.7,6181,40,541,1,"{""M1"":0.97,""M2"":1.01,""M3"":0.98,""M4"":1.18,""M5"":0.87,""M6"":1.15,""M7"":0.91,""M8"":1.09,""M9"":1.12,""M10"":1.06,""M11"":1.11,""M12"":0.88}"
MA-SH50-SEG-0182,SH50 Segment 182,SH50,169.8,184.8,NHAI,Inter-State,15,6,gravel,2021,2020,active,LINESTRING(...),,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,737.4,8311,40.6,871,1,"{""M1"":0.85,""M2"":0.86,""M3"":1.01,""M4"":1.02,""M5"":1.02,""M6"":1.15,""M7"":1.13,""M8"":0.94,""M9"":0.91,""M10"":1.2,""M11"":0.89,""M12"":1.01}"
MA-NH48-SEG-0183,NH48 Segment 183,NH48,24,40,Municipality,National,16,6,earthen,2021,2015,active,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,478.7,24319,31.9,2013,2,"{""M1"":1.13,""M2"":0.81,""M3"":0.81,""M4"":1.09,""M5"":1.05,""M6"":1.09,""M7"":1.06,""M8"":1.19,""M9"":1.2,""M10"":0.94,""M11"":1.17,""M12"":1.18}"
MA-SH50-SEG-0184,SH50 Segment 184,SH50,87.9,110.9,PMGSY,State,23,6,earthen,2008,,active,LINESTRING(...),,Maharashtra,Nagpur,Hingna,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,158.8,5337,17.2,366,1,"{""M1"":1.1,""M2"":1.18,""M3"":1.15,""M4"":1.18,""M5"":0.92,""M6"":1.07,""M7"":0.95,""M8"":1.05,""M9"":1.2,""M10"":0.96,""M11"":1.07,""M12"":0.86}"
MA-SH60-SEG-0185,SH60 Segment 185,SH60,103.7,110,State PWD,National,6.3,4,earthen,2014,,under_construction,LINESTRING(...),,Maharashtra,Sindhudurg,Kankavli,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,219,11592,40.2,1256,1.5,"{""M1"":0.85,""M2"":1.19,""M3"":1.04,""M4"":1.06,""M5"":0.92,""M6"":0.85,""M7"":1.09,""M8"":0.97,""M9"":0.99,""M10"":0.87,""M11"":1.18,""M12"":1.12}"
MA-NH60-SEG-0186,NH60 Segment 186,NH60,75.6,97.8,PMGSY,Urban,22.2,4,bitumen,2009,,active,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,785.5,11416,29.3,842,1.5,"{""M1"":1.0,""M2"":0.86,""M3"":1.15,""M4"":0.86,""M5"":1.02,""M6"":1.0,""M7"":0.81,""M8"":1.14,""M9"":1.11,""M10"":1.05,""M11"":0.83,""M12"":1.2}"
MA-NH60-SEG-0187,NH60 Segment 187,NH60,151.7,160.4,NHAI,Inter-State,8.7,6,bitumen,2018,2022,under_construction,LINESTRING(...),,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,29.9,6836,25.5,480,1,"{""M1"":1.15,""M2"":1.04,""M3"":0.86,""M4"":1.18,""M5"":0.81,""M6"":0.82,""M7"":1.03,""M8"":0.8,""M9"":0.98,""M10"":1.1,""M11"":0.84,""M12"":1.05}"
MA-NH160-SEG-0188,NH160 Segment 188,NH160,41.7,58.8,Municipality,Urban,17.1,6,gravel,2019,,active,LINESTRING(...),,Maharashtra,Sindhudurg,Sawantwadi,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,328.1,12245,25.8,1209,1.5,"{""M1"":0.86,""M2"":1.02,""M3"":1.0,""M4"":0.91,""M5"":1.07,""M6"":0.95,""M7"":0.85,""M8"":1.0,""M9"":1.13,""M10"":1.01,""M11"":1.03,""M12"":1.04}"
MA-NH48-SEG-0189,NH48 Segment 189,NH48,128.2,146.2,Municipality,National,18,2,earthen,2002,2023,active,LINESTRING(...),,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,1050.2,8478,14.8,944,1,"{""M1"":1.03,""M2"":1.1,""M3"":0.99,""M4"":1.08,""M5"":0.82,""M6"":1.16,""M7"":1.19,""M8"":0.87,""M9"":1.04,""M10"":1.02,""M11"":0.81,""M12"":0.95}"
MA-NH60-SEG-0190,NH60 Segment 190,NH60,152.5,158.2,PMGSY,National,5.7,6,concrete,2021,,under_construction,LINESTRING(...),,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,12.5,3906,15.9,333,0.5,"{""M1"":1.04,""M2"":1.04,""M3"":1.05,""M4"":0.83,""M5"":1.18,""M6"":1.05,""M7"":0.95,""M8"":1.03,""M9"":0.9,""M10"":0.97,""M11"":1.07,""M12"":0.83}"
MA-NH48-SEG-0191,NH48 Segment 191,NH48,108.2,129.2,PMGSY,National,21,2,concrete,1998,2017,active,LINESTRING(...),,Maharashtra,Solapur,Mangalwedha,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,464.3,5319,35.1,540,1,"{""M1"":1.16,""M2"":1.04,""M3"":0.85,""M4"":0.94,""M5"":0.82,""M6"":0.88,""M7"":1.09,""M8"":1.19,""M9"":0.97,""M10"":1.18,""M11"":0.93,""M12"":0.87}"
MA-NH160-SEG-0192,NH160 Segment 192,NH160,140.5,145.7,PMGSY,National,5.2,4,concrete,2018,2013,active,LINESTRING(...),,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,147.8,3653,19.1,438,0.5,"{""M1"":0.84,""M2"":0.84,""M3"":0.83,""M4"":0.82,""M5"":1.12,""M6"":1.15,""M7"":1.03,""M8"":0.84,""M9"":0.93,""M10"":1.2,""M11"":0.93,""M12"":0.87}"
MA-NH60-SEG-0193,NH60 Segment 193,NH60,113.8,138.2,State PWD,State,24.4,6,earthen,2021,2011,active,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,61.4,20306,21,1554,2,"{""M1"":0.86,""M2"":0.85,""M3"":1.13,""M4"":1.01,""M5"":1.03,""M6"":0.96,""M7"":0.84,""M8"":1.04,""M9"":1.11,""M10"":0.93,""M11"":0.82,""M12"":1.06}"
MA-NH160-SEG-0194,NH160 Segment 194,NH160,103.1,123.9,State PWD,National,20.8,4,gravel,1999,,under_construction,LINESTRING(...),,Maharashtra,Satara,Patan,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,704.3,5200,33.4,428,1,"{""M1"":0.98,""M2"":1.09,""M3"":1.18,""M4"":0.9,""M5"":0.89,""M6"":1.17,""M7"":0.84,""M8"":0.85,""M9"":0.94,""M10"":0.96,""M11"":1.08,""M12"":1.08}"
MA-NH160-SEG-0195,NH160 Segment 195,NH160,153.5,161.5,State PWD,Inter-State,8,2,concrete,2003,,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,1164.5,6023,29.8,662,1,"{""M1"":1.01,""M2"":0.99,""M3"":0.96,""M4"":0.86,""M5"":0.83,""M6"":1.01,""M7"":1.11,""M8"":1.02,""M9"":1.11,""M10"":1.12,""M11"":1.12,""M12"":1.01}"
MA-NH60-SEG-0196,NH60 Segment 196,NH60,152.9,174.3,Municipality,Urban,21.4,2,gravel,2001,2019,active,LINESTRING(...),,Maharashtra,Nashik,Sinnar,ghat,steep,steep,medium,TRUE,FALSE,TRUE,TRUE,633.4,8319,18.6,869,1,"{""M1"":1.18,""M2"":1.08,""M3"":0.83,""M4"":1.12,""M5"":0.87,""M6"":1.04,""M7"":0.94,""M8"":1.05,""M9"":1.1,""M10"":0.98,""M11"":1.1,""M12"":0.86}"
MA-NH160-SEG-0197,NH160 Segment 197,NH160,69.7,76.5,PMGSY,Inter-State,6.8,4,bitumen,1998,2017,active,LINESTRING(...),,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,519.1,7667,12,899,1,"{""M1"":0.82,""M2"":0.84,""M3"":0.81,""M4"":1.01,""M5"":0.99,""M6"":0.95,""M7"":0.96,""M8"":1.11,""M9"":0.82,""M10"":1.09,""M11"":0.86,""M12"":0.96}"
MA-NH65-SEG-0198,NH65 Segment 198,NH65,63.1,81.6,State PWD,National,18.5,4,earthen,1998,2018,under_construction,LINESTRING(...),,Maharashtra,Nashik,Igatpuri,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,906.9,8038,23.1,892,1,"{""M1"":0.91,""M2"":0.96,""M3"":0.86,""M4"":0.98,""M5"":0.85,""M6"":0.85,""M7"":0.85,""M8"":0.81,""M9"":1.08,""M10"":0.87,""M11"":1.11,""M12"":1.02}"
MA-NH65-SEG-0199,NH65 Segment 199,NH65,129.7,144.5,State PWD,Inter-State,14.8,2,concrete,2005,,under_construction,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,397.3,26919,22.8,1820,2,"{""M1"":1.02,""M2"":1.18,""M3"":1.04,""M4"":0.82,""M5"":0.88,""M6"":0.96,""M7"":0.95,""M8"":1.12,""M9"":1.16,""M10"":1.2,""M11"":0.81,""M12"":1.04}"
MA-NH60-SEG-0200,NH60 Segment 200,NH60,141.5,147,State PWD,Urban,5.5,4,gravel,2005,,active,LINESTRING(...),,Maharashtra,Dhule,Dhule,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,238.8,2525,15.3,289,0.5,"{""M1"":0.98,""M2"":0.91,""M3"":1.12,""M4"":0.9,""M5"":1.19,""M6"":1.16,""M7"":1.07,""M8"":1.05,""M9"":0.83,""M10"":1.04,""M11"":0.99,""M12"":1.11}"
MA-SH60-SEG-0201,SH60 Segment 201,SH60,19.3,35.3,State PWD,National,16,4,earthen,2011,,under_construction,LINESTRING(...),,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,1104.6,5782,16.4,482,1,"{""M1"":1.07,""M2"":1.13,""M3"":1.12,""M4"":0.98,""M5"":1.02,""M6"":1.16,""M7"":1.11,""M8"":1.08,""M9"":1.12,""M10"":0.84,""M11"":0.98,""M12"":1.15}"
MA-NH48-SEG-0202,NH48 Segment 202,NH48,124.1,130.5,PMGSY,Urban,6.4,6,bitumen,2008,,under_construction,LINESTRING(...),,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,69.2,27374,36,2179,2,"{""M1"":1.17,""M2"":1.07,""M3"":1.18,""M4"":0.93,""M5"":0.9,""M6"":1.1,""M7"":0.88,""M8"":1.05,""M9"":0.91,""M10"":1.01,""M11"":1.17,""M12"":0.84}"
MA-SH60-SEG-0203,SH60 Segment 203,SH60,182.3,196.1,NHAI,Urban,13.8,6,bitumen,2015,,under_construction,LINESTRING(...),,Maharashtra,Nashik,Igatpuri,ghat,steep,steep,medium,TRUE,FALSE,TRUE,TRUE,763.6,10625,41.7,1000,1.5,"{""M1"":0.86,""M2"":1.01,""M3"":1.09,""M4"":0.93,""M5"":1.18,""M6"":1.03,""M7"":0.9,""M8"":0.83,""M9"":0.93,""M10"":0.85,""M11"":1.08,""M12"":1.16}"
MA-NH48-SEG-0204,NH48 Segment 204,NH48,24.3,31.4,PMGSY,National,7.1,2,earthen,2013,2017,active,LINESTRING(...),,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,105.9,2455,26.7,171,0.5,"{""M1"":1.03,""M2"":1.09,""M3"":1.19,""M4"":0.94,""M5"":0.81,""M6"":0.86,""M7"":0.95,""M8"":0.91,""M9"":0.89,""M10"":0.88,""M11"":1.13,""M12"":1.16}"
MA-NH65-SEG-0205,NH65 Segment 205,NH65,195,202.1,Municipality,Urban,7.1,4,gravel,2003,,active,LINESTRING(...),,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,FALSE,FALSE,FALSE,FALSE,532.6,3535,17.6,294,0.5,"{""M1"":0.84,""M2"":0.92,""M3"":1.03,""M4"":1.15,""M5"":1.13,""M6"":1.06,""M7"":0.81,""M8"":0.98,""M9"":1.1,""M10"":0.96,""M11"":1.17,""M12"":1.06}"
MA-NH48-SEG-0206,NH48 Segment 206,NH48,115.7,126,NHAI,Inter-State,10.3,2,gravel,2020,,active,LINESTRING(...),,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,588.9,22801,12.6,2159,2,"{""M1"":0.83,""M2"":1.18,""M3"":1.03,""M4"":0.89,""M5"":0.99,""M6"":1.04,""M7"":0.96,""M8"":0.92,""M9"":1.02,""M10"":1.07,""M11"":1.13,""M12"":1.1}"
MA-SH50-SEG-0207,SH50 Segment 207,SH50,125.9,144.7,PMGSY,National,18.8,6,concrete,2010,,under_construction,LINESTRING(...),,Maharashtra,Raigad,Mahad,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,51.1,11607,42.8,771,1.5,"{""M1"":0.93,""M2"":0.82,""M3"":0.83,""M4"":0.86,""M5"":1.19,""M6"":0.92,""M7"":1.02,""M8"":0.97,""M9"":0.85,""M10"":0.98,""M11"":0.95,""M12"":0.91}"
MA-NH60-SEG-0208,NH60 Segment 208,NH60,102,113.8,NHAI,State,11.8,6,earthen,2003,2008,active,LINESTRING(...),,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,108,3923,34,447,0.5,"{""M1"":1.13,""M2"":1.01,""M3"":0.8,""M4"":1.18,""M5"":1.12,""M6"":1.15,""M7"":0.94,""M8"":0.98,""M9"":1.18,""M10"":1.12,""M11"":1.18,""M12"":0.98}"
MA-NH160-SEG-0209,NH160 Segment 209,NH160,6.4,27.2,NHAI,Urban,20.8,4,concrete,2007,,under_construction,LINESTRING(...),,Maharashtra,Raigad,Mahad,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,253.2,8046,44.5,939,1,"{""M1"":0.85,""M2"":0.99,""M3"":0.93,""M4"":1.13,""M5"":0.81,""M6"":0.81,""M7"":0.85,""M8"":1.19,""M9"":1.03,""M10"":1.1,""M11"":0.92,""M12"":1.17}"
MA-NH160-SEG-0210,NH160 Segment 210,NH160,163.6,180.9,Municipality,National,17.3,4,earthen,2016,2013,active,LINESTRING(...),,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,418.2,4949,38.4,432,0.5,"{""M1"":0.86,""M2"":0.88,""M3"":0.94,""M4"":1.07,""M5"":1.02,""M6"":1.02,""M7"":0.82,""M8"":0.91,""M9"":1.2,""M10"":0.82,""M11"":1.17,""M12"":0.93}"
MA-SH50-SEG-0211,SH50 Segment 211,SH50,192,211.5,NHAI,State,19.5,4,earthen,2010,,active,LINESTRING(...),,Maharashtra,Raigad,Shrivardhan,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,530.3,10195,44.7,1162,1.5,"{""M1"":0.81,""M2"":1.18,""M3"":0.97,""M4"":1.07,""M5"":1.07,""M6"":1.18,""M7"":0.8,""M8"":0.85,""M9"":1.15,""M10"":0.9,""M11"":0.82,""M12"":0.93}"
MA-SH60-SEG-0212,SH60 Segment 212,SH60,166.2,190.3,PMGSY,National,24.1,6,earthen,2002,2013,active,LINESTRING(...),,Maharashtra,Satara,Patan,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,1108.8,8007,21.4,497,1,"{""M1"":0.97,""M2"":0.92,""M3"":1.08,""M4"":0.84,""M5"":0.86,""M6"":1.13,""M7"":0.81,""M8"":0.91,""M9"":1.11,""M10"":0.94,""M11"":0.93,""M12"":0.88}"
MA-NH48-SEG-0213,NH48 Segment 213,NH48,86.6,111.4,PMGSY,Inter-State,24.8,4,bitumen,2022,,under_construction,LINESTRING(...),,Maharashtra,Nashik,Igatpuri,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,731.7,9018,43.8,758,1,"{""M1"":1.02,""M2"":1.01,""M3"":1.13,""M4"":0.91,""M5"":0.97,""M6"":1.19,""M7"":0.97,""M8"":1.18,""M9"":0.99,""M10"":0.83,""M11"":1.07,""M12"":0.96}"
MA-NH65-SEG-0214,NH65 Segment 214,NH65,141.6,148.1,NHAI,National,6.5,4,gravel,2010,2015,under_construction,LINESTRING(...),,Maharashtra,Satara,Karad,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,651.7,7493,14.7,885,1,"{""M1"":1.05,""M2"":0.86,""M3"":0.81,""M4"":0.8,""M5"":1.1,""M6"":0.81,""M7"":1.04,""M8"":1.0,""M9"":0.82,""M10"":1.14,""M11"":0.88,""M12"":0.87}"
MA-SH50-SEG-0215,SH50 Segment 215,SH50,119.7,130.2,PMGSY,State,10.5,4,earthen,2012,,active,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,477.7,20274,12,1820,2,"{""M1"":0.88,""M2"":0.85,""M3"":1.01,""M4"":1.08,""M5"":1.04,""M6"":1.06,""M7"":0.94,""M8"":1.03,""M9"":0.97,""M10"":1.0,""M11"":1.02,""M12"":1.05}"
MA-NH60-SEG-0216,NH60 Segment 216,NH60,7.6,30.4,PMGSY,Inter-State,22.8,2,bitumen,2005,2015,active,LINESTRING(...),,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,FALSE,FALSE,FALSE,FALSE,152,5825,36.3,350,1,"{""M1"":1.17,""M2"":1.04,""M3"":0.98,""M4"":1.0,""M5"":1.05,""M6"":1.14,""M7"":1.14,""M8"":1.06,""M9"":0.98,""M10"":1.11,""M11"":1.18,""M12"":0.93}"
MA-NH60-SEG-0217,NH60 Segment 217,NH60,98.6,120.1,PMGSY,Inter-State,21.5,6,earthen,2019,,active,LINESTRING(...),,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,514.3,26448,15,2659,2,"{""M1"":1.19,""M2"":0.97,""M3"":0.84,""M4"":1.06,""M5"":0.98,""M6"":0.93,""M7"":0.98,""M8"":1.12,""M9"":0.97,""M10"":0.91,""M11"":0.88,""M12"":0.98}"
MA-SH50-SEG-0218,SH50 Segment 218,SH50,57,81.8,State PWD,National,24.8,4,earthen,2018,,active,LINESTRING(...),,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,FALSE,FALSE,FALSE,FALSE,159.4,7528,39.4,452,1,"{""M1"":0.94,""M2"":1.19,""M3"":0.92,""M4"":1.03,""M5"":0.87,""M6"":1.07,""M7"":0.93,""M8"":1.16,""M9"":0.88,""M10"":0.88,""M11"":0.99,""M12"":0.98}"
MA-NH48-SEG-0219,NH48 Segment 219,NH48,160.3,165.9,State PWD,Urban,5.6,4,gravel,2014,2011,active,LINESTRING(...),,Maharashtra,Raigad,Shrivardhan,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,120.9,14319,18.5,1672,1.5,"{""M1"":1.11,""M2"":1.17,""M3"":0.95,""M4"":1.12,""M5"":0.96,""M6"":0.82,""M7"":0.96,""M8"":1.04,""M9"":0.88,""M10"":0.97,""M11"":1.09,""M12"":0.94}"
MA-NH60-SEG-0220,NH60 Segment 220,NH60,2,17.2,Municipality,National,15.2,4,gravel,2017,,active,LINESTRING(...),,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,282.7,4683,38.6,296,0.5,"{""M1"":1.12,""M2"":1.19,""M3"":1.07,""M4"":0.94,""M5"":1.03,""M6"":0.92,""M7"":1.06,""M8"":1.14,""M9"":0.97,""M10"":0.81,""M11"":1.15,""M12"":0.95}"
MA-NH60-SEG-0221,NH60 Segment 221,NH60,183.7,192.7,PMGSY,Urban,9,4,earthen,1999,,active,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,728.7,9913,15.1,946,1,"{""M1"":0.83,""M2"":1.05,""M3"":0.84,""M4"":1.01,""M5"":0.86,""M6"":1.08,""M7"":0.82,""M8"":0.95,""M9"":1.0,""M10"":0.86,""M11"":0.86,""M12"":0.95}"
MA-SH50-SEG-0222,SH50 Segment 222,SH50,170.9,179.8,State PWD,Urban,8.9,4,bitumen,2002,,under_construction,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,465.8,26663,15.3,2017,2,"{""M1"":0.82,""M2"":1.11,""M3"":1.01,""M4"":1.04,""M5"":0.96,""M6"":0.8,""M7"":1.16,""M8"":0.84,""M9"":1.19,""M10"":1.06,""M11"":1.13,""M12"":1.11}"
MA-SH50-SEG-0223,SH50 Segment 223,SH50,130.2,143.6,NHAI,State,13.4,2,concrete,2012,,under_construction,LINESTRING(...),,Maharashtra,Satara,Patan,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,923.3,10835,13,1058,1.5,"{""M1"":1.09,""M2"":1.13,""M3"":1.03,""M4"":0.96,""M5"":0.88,""M6"":0.96,""M7"":1.17,""M8"":1.08,""M9"":0.87,""M10"":0.92,""M11"":0.93,""M12"":1.1}"
MA-NH65-SEG-0224,NH65 Segment 224,NH65,15.8,34.5,Municipality,State,18.7,4,bitumen,2010,2010,active,LINESTRING(...),,Maharashtra,Sindhudurg,Sawantwadi,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,42.9,12487,22.2,1352,1.5,"{""M1"":1.12,""M2"":1.02,""M3"":1.11,""M4"":0.96,""M5"":1.05,""M6"":0.9,""M7"":1.05,""M8"":0.98,""M9"":0.82,""M10"":0.91,""M11"":1.14,""M12"":1.19}"
MA-NH160-SEG-0225,NH160 Segment 225,NH160,56.4,77.3,NHAI,State,20.9,6,gravel,2009,,active,LINESTRING(...),,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,TRUE,FALSE,TRUE,TRUE,1084.3,6512,39.5,431,1,"{""M1"":1.02,""M2"":0.95,""M3"":1.05,""M4"":1.18,""M5"":1.04,""M6"":0.81,""M7"":1.1,""M8"":0.82,""M9"":0.98,""M10"":1.12,""M11"":1.17,""M12"":1.12}"
MA-SH50-SEG-0226,SH50 Segment 226,SH50,66.2,85.1,NHAI,Inter-State,18.9,4,earthen,2014,,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,FALSE,FALSE,FALSE,FALSE,99.1,2338,24.1,183,0.5,"{""M1"":1.2,""M2"":0.85,""M3"":1.19,""M4"":1.05,""M5"":0.97,""M6"":0.81,""M7"":0.9,""M8"":1.06,""M9"":0.95,""M10"":1.15,""M11"":0.94,""M12"":0.98}"
MA-NH65-SEG-0227,NH65 Segment 227,NH65,163.7,171.3,State PWD,National,7.6,6,bitumen,2009,2021,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Radhanagari,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,869.7,7508,41.3,530,1,"{""M1"":0.93,""M2"":1.07,""M3"":1.08,""M4"":0.97,""M5"":1.12,""M6"":0.91,""M7"":0.94,""M8"":1.03,""M9"":1.14,""M10"":0.81,""M11"":0.8,""M12"":0.94}"
MA-NH60-SEG-0228,NH60 Segment 228,NH60,100.7,106.8,State PWD,National,6.1,2,gravel,2017,2022,under_construction,LINESTRING(...),,Maharashtra,Sindhudurg,Malvan,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,439.7,6911,15.1,826,1,"{""M1"":0.96,""M2"":1.03,""M3"":1.03,""M4"":0.99,""M5"":1.04,""M6"":1.09,""M7"":1.03,""M8"":1.09,""M9"":0.88,""M10"":1.15,""M11"":0.89,""M12"":0.83}"
MA-SH60-SEG-0229,SH60 Segment 229,SH60,91.1,105.7,State PWD,State,14.6,6,bitumen,2014,2010,active,LINESTRING(...),,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,905.8,4972,31.2,324,0.5,"{""M1"":0.97,""M2"":0.87,""M3"":1.03,""M4"":0.8,""M5"":0.88,""M6"":0.84,""M7"":1.02,""M8"":1.04,""M9"":1.09,""M10"":1.11,""M11"":1.15,""M12"":0.81}"
MA-SH50-SEG-0230,SH50 Segment 230,SH50,16.7,30,PMGSY,Urban,13.3,2,concrete,2002,,active,LINESTRING(...),,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,618.9,7364,34.8,715,1,"{""M1"":0.82,""M2"":1.17,""M3"":0.85,""M4"":0.9,""M5"":0.9,""M6"":1.06,""M7"":0.83,""M8"":1.09,""M9"":0.94,""M10"":0.85,""M11"":1.14,""M12"":1.19}"
MA-NH60-SEG-0231,NH60 Segment 231,NH60,39.9,55.1,PMGSY,National,15.2,2,gravel,2012,2012,active,LINESTRING(...),,Maharashtra,Dhule,Dhule,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,141.5,7975,43.9,518,1,"{""M1"":0.83,""M2"":0.98,""M3"":0.89,""M4"":1.06,""M5"":1.17,""M6"":1.09,""M7"":0.8,""M8"":1.06,""M9"":0.96,""M10"":0.84,""M11"":0.97,""M12"":1.18}"
MA-NH160-SEG-0232,NH160 Segment 232,NH160,168.2,181.5,State PWD,State,13.3,6,concrete,2020,,active,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,1103.3,9291,17.8,862,1,"{""M1"":0.87,""M2"":0.87,""M3"":0.86,""M4"":1.17,""M5"":0.8,""M6"":1.17,""M7"":0.81,""M8"":0.97,""M9"":1.11,""M10"":0.93,""M11"":0.86,""M12"":1.02}"
