road_id,last_lidar_survey_date,lidar_source,point_density_pts_per_m2,lidar_quality_score,pothole_count,pothole_total_volume_m3,avg_pothole_depth_mm,max_pothole_depth_mm,pothole_areas_m2,avg_rut_depth_mm,max_rut_depth_mm,roughness_proxy,damaged_area_percent,scan_id,las_filename,potree_url
MA-NH48-SEG-0155,2025-08-06,drone,203.4,46,46,3.3746,137.7,242,"[0.368, 0.606, 0.229, 0.297, 0.912, 0.185, 0.412, 1.167, 0.259, 0.289, 0.659, 0.384, 0.959, 0.861, 0.152, 0.298, 0.06, 0.562, 0.123, 0.774, 0.484, 0.246, 1.023, 0.389, 1.187, 0.825, 0.36, 1.068, 1.093, 0.358, 0.408, 1.041, 0.34, 0.623, 0.218, 0.607, 0.284, 0.334, 0.944, 0.527, 0.055, 0.727, 0.786, 0.932, 1.079, 0.839]",6.1,7.9,2.82,0.0283,5ad4b253-f67b-4d1d-b9b2-a8beb18b3d4d,5ad4b253-f67b-4d1d-b9b2-a8beb18b3d4d.laz,https://potree.example.com/viewer/5ad4b253-f67b-4d1d-b9b2-a8beb18b3d4d
MA-NH60-SEG-0156,2025-07-25,mobile,139,40,75,6.1411,132.7,242,"[0.081, 1.136, 0.759, 0.323, 0.181, 0.356, 1.044, 0.834, 1.058, 0.47, 0.76, 0.661, 0.947, 0.191, 0.66, 0.661, 1.145, 0.868, 0.061, 0.73, 0.618, 0.071, 0.216, 0.317, 0.97, 0.501, 0.732, 0.934, 0.578, 0.51, 0.289, 1.171, 0.448, 0.505, 1.034, 0.915, 0.679, 0.905, 1.025, 0.649, 0.13, 0.237, 0.528, 1.017, 0.968, 1.038, 0.191, 0.338, 0.387, 1.123, 0.851, 0.096, 0.294, 1.026, 0.403, 0.319, 1.08, 0.368, 0.298, 0.922, 1.191, 0.931, 0.808, 0.968, 0.175, 0.955, 0.571, 0.854, 0.194, 0.633, 0.46, 0.398, 1.118, 1.059, 0.396]",7.7,9.6,3.38,0.0348,a6b9645d-138a-4da8-bd9b-a710e38064e1,a6b9645d-138a-4da8-bd9b-a710e38064e1.laz,https://potree.example.com/viewer/a6b9645d-138a-4da8-bd9b-a710e38064e1
MA-NH65-SEG-0157,2025-09-18,phone,12.8,40,46,3.82,148.3,242,"[1.111, 0.317, 0.592, 0.455, 1.155, 0.114, 0.524, 0.838, 0.389, 0.474, 0.451, 0.808, 0.15, 0.395, 0.59, 0.913, 1.136, 0.99, 0.425, 0.694, 0.254, 0.302, 0.63, 0.248, 0.107, 0.884, 1.166, 0.843, 0.557, 0.159, 0.539, 0.628, 0.555, 0.211, 0.55, 0.363, 0.292, 0.798, 0.414, 0.758, 0.771, 0.131, 0.07, 0.669, 0.746, 0.606]",4.2,4.6,2.14,0.0119,1366e371-56ff-4407-81f4-1d1d183cf772,1366e371-56ff-4407-81f4-1d1d183cf772.laz,https://potree.example.com/viewer/1366e371-56ff-4407-81f4-1d1d183cf772
MA-NH65-SEG-0158,2025-05-20,phone,9.3,40,9,0.8671,120.4,244,"[0.975, 0.445, 0.126, 1.058, 0.481, 0.325, 0.133, 1.188, 0.938]",4.6,7.9,1.67,0.0025,27ce2563-9a80-4990-9366-cbc90d4cbe7b,27ce2563-9a80-4990-9366-cbc90d4cbe7b.laz,https://potree.example.com/viewer/27ce2563-9a80-4990-9366-cbc90d4cbe7b
MA-SH60-SEG-0159,2025-08-04,drone,556.8,100,30,2.4528,127.9,241,"[0.546, 1.042, 0.784, 0.584, 0.247, 0.078, 0.722, 0.759, 0.843, 0.704, 0.765, 0.706, 0.052, 0.313, 1.156, 0.728, 0.995, 1.112, 0.702, 0.741, 0.245, 0.524, 0.795, 0.621, 0.582, 0.412, 1.094, 0.08, 0.576, 0.269]",3.2,4.6,2.6,0.0293,03447421-a4a0-4500-a292-851b2e25a7bb,03447421-a4a0-4500-a292-851b2e25a7bb.laz,https://potree.example.com/viewer/03447421-a4a0-4500-a292-851b2e25a7bb
MA-NH60-SEG-0160,2026-01-10,mobile,100.3,40,5,0.3381,148.8,234,"[0.152, 0.509, 1.107, 0.199, 0.8]",5.9,10.4,2.89,0.0019,9f6a4cd3-5ba1-4f22-9ea0-c9097be34a09,9f6a4cd3-5ba1-4f22-9ea0-c9097be34a09.laz,https://potree.example.com/viewer/9f6a4cd3-5ba1-4f22-9ea0-c9097be34a09
MA-SH50-SEG-0161,2026-01-11,mobile,273,63,67,5.6113,122,247,"[0.347, 0.616, 0.064, 0.242, 0.516, 1.06, 0.481, 0.961, 1.133, 0.187, 0.656, 0.832, 1.174, 0.511, 1.157, 0.434, 0.632, 0.201, 0.703, 0.514, 0.262, 1.032, 1.193, 0.777, 0.664, 0.726, 1.19, 0.569, 0.383, 0.243, 0.757, 0.667, 1.174, 0.898, 0.842, 0.806, 0.975, 0.135, 0.261, 0.378, 0.677, 0.62, 0.603, 0.473, 0.805, 0.904, 0.106, 1.081, 1.193, 0.743, 0.437, 0.879, 0.098, 0.854, 0.364, 0.466, 0.132, 0.629, 1.156, 0.744, 0.467, 1.103, 0.233, 1.089, 0.71, 0.84, 0.763]",8.9,13.2,2.5,0.0185,db649594-e327-4d37-9a44-4a05e2295ac9,db649594-e327-4d37-9a44-4a05e2295ac9.laz,https://potree.example.com/viewer/db649594-e327-4d37-9a44-4a05e2295ac9
MA-NH65-SEG-0162,2025-03-02,drone,529.2,98,7,0.7207,140.6,249,"[1.034, 0.261, 0.945, 1.141, 0.848, 0.762, 0.817]",14,23.2,2.58,0.0112,e135441f-a1a8-42d9-b025-a0ef66fefaa1,e135441f-a1a8-42d9-b025-a0ef66fefaa1.laz,https://potree.example.com/viewer/e135441f-a1a8-42d9-b025-a0ef66fefaa1
MA-SH50-SEG-0163,2025-12-07,mobile,295.6,68,21,1.8979,151,242,"[0.303, 0.344, 0.636, 0.057, 0.161, 0.289, 0.724, 0.778, 1.158, 0.927, 1.16, 0.169, 0.126, 0.855, 0.953, 1.181, 1.054, 0.739, 0.835, 0.103, 0.955]",7.2,11.3,3.34,0.0102,f2f7ead6-eb16-4327-b29a-bdbe33f46e7b,f2f7ead6-eb16-4327-b29a-bdbe33f46e7b.laz,https://potree.example.com/viewer/f2f7ead6-eb16-4327-b29a-bdbe33f46e7b
MA-SH60-SEG-0164,2026-01-09,drone,288.3,71,33,2.6341,135.4,245,"[0.109, 0.684, 0.222, 0.117, 1.156, 0.818, 0.709, 0.624, 0.686, 0.449, 1.092, 1.016, 1.067, 0.25, 0.365, 1.047, 1.081, 0.647, 0.327, 1.115, 0.349, 0.17, 0.803, 0.753, 0.755, 0.618, 0.385, 0.099, 1.034, 0.693, 0.413, 0.099, 0.898]",13.1,14.7,2.8,0.022,49f9e506-8c89-4e63-8959-0939af9da733,49f9e506-8c89-4e63-8959-0939af9da733.laz,https://potree.example.com/viewer/49f9e506-8c89-4e63-8959-0939af9da733
MA-NH60-SEG-0165,2025-03-10,mobile,135.4,40,36,3.0249,144.6,241,"[0.648, 0.069, 0.331, 1.195, 0.975, 0.261, 0.23, 0.652, 0.532, 0.638, 0.606, 0.073, 0.967, 0.239, 0.483, 0.106, 0.998, 0.971, 1.161, 0.724, 0.971, 0.806, 0.265, 0.37, 0.495, 1.052, 0.287, 0.593, 0.233, 0.273, 0.063, 1.017, 0.477, 0.438, 0.913, 0.636]",9.4,12,3.03,0.0113,2ea70518-7ecf-4eb8-94b0-c01c8ad42d95,2ea70518-7ecf-4eb8-94b0-c01c8ad42d95.laz,https://potree.example.com/viewer/2ea70518-7ecf-4eb8-94b0-c01c8ad42d95
MA-NH60-SEG-0166,2025-02-27,mobile,240,67,1,0.2603,239,239,[1.089],3.4,4.1,3.65,0.0016,5a71cbeb-5fcf-4f01-a5a3-71e3aef0bb93,5a71cbeb-5fcf-4f01-a5a3-71e3aef0bb93.laz,https://potree.example.com/viewer/5a71cbeb-5fcf-4f01-a5a3-71e3aef0bb93
MA-NH65-SEG-0167,2025-07-06,mobile,154,40,81,6.0424,123.2,240,"[0.646, 1.178, 0.925, 0.282, 0.601, 0.577, 0.136, 1.164, 1.076, 0.773, 0.886, 1.097, 0.233, 1.121, 0.289, 0.295, 0.379, 1.073, 0.676, 0.723, 0.25, 0.573, 0.591, 0.838, 0.798, 0.598, 0.839, 0.514, 0.421, 0.181, 0.73, 0.679, 0.339, 0.081, 0.361, 0.774, 1.102, 0.111, 0.974, 0.859, 0.605, 0.37, 0.51, 0.203, 1.008, 0.102, 1.146, 0.572, 0.462, 0.101, 1.197, 1.144, 0.808, 0.993, 0.796, 0.987, 0.071, 0.059, 0.662, 0.705, 0.818, 0.536, 0.369, 0.919, 0.694, 1.11, 0.315, 0.599, 0.071, 0.849, 1.091, 0.112, 1.006, 0.117, 0.083, 0.111, 0.474, 0.647, 0.609, 1.065, 0.488]",7.8,11.1,3.61,0.028,8c0980cb-4930-47ea-aa69-b338a5520820,8c0980cb-4930-47ea-aa69-b338a5520820.laz,https://potree.example.com/viewer/8c0980cb-4930-47ea-aa69-b338a5520820
MA-NH60-SEG-0168,2025-03-18,mobile,297.8,69,55,5.0184,155.4,249,"[0.622, 0.951, 0.138, 0.251, 0.968, 1.022, 0.81, 0.466, 0.832, 0.974, 0.215, 0.304, 0.942, 1.075, 0.139, 0.877, 0.465, 0.755, 0.129, 0.169, 0.07, 0.826, 0.202, 0.548, 0.711, 0.98, 0.659, 0.206, 0.398, 0.218, 0.143, 0.528, 1.178, 0.657, 1.122, 0.279, 0.431, 0.635, 0.618, 0.132, 0.827, 1.111, 0.821, 0.182, 0.25, 0.094, 0.335, 1.119, 0.215, 1.159, 1.064, 0.378, 0.804, 0.605, 0.882]",12.5,13.3,3.1,0.016,c0c7da1a-a130-4d5b-bbc6-d836052d19e1,c0c7da1a-a130-4d5b-bbc6-d836052d19e1.laz,https://potree.example.com/viewer/c0c7da1a-a130-4d5b-bbc6-d836052d19e1
MA-NH48-SEG-0169,2025-03-14,phone,22.4,40,11,0.8025,166.5,248,"[0.39, 0.052, 0.254, 1.027, 0.989, 0.342, 0.093, 0.558, 0.761, 0.893, 0.132]",2.8,4.6,1.72,0.0027,28e34b84-5da5-4a56-a250-13fe62aa825f,28e34b84-5da5-4a56-a250-13fe62aa825f.laz,https://potree.example.com/viewer/28e34b84-5da5-4a56-a250-13fe62aa825f
MA-NH160-SEG-0170,2026-01-27,drone,282.3,64,91,7.5029,136.2,247,"[0.761, 0.065, 0.609, 0.867, 0.496, 0.551, 1.173, 0.525, 0.479, 1.074, 0.771, 0.061, 0.132, 0.874, 1.004, 0.447, 0.394, 0.972, 0.413, 0.061, 0.66, 0.64, 0.568, 0.125, 0.402, 0.865, 0.669, 1.088, 1.196, 0.056, 0.902, 0.412, 0.818, 0.254, 0.092, 0.097, 0.335, 0.456, 0.41, 0.818, 0.431, 0.118, 0.363, 0.593, 0.592, 0.424, 0.734, 0.428, 0.873, 0.434, 1.102, 0.104, 0.795, 0.476, 0.112, 1.045, 0.782, 0.935, 1.099, 0.421, 0.137, 0.229, 0.177, 0.15, 0.403, 0.925, 0.701, 0.177, 0.984, 0.339, 0.665, 1.092, 0.095, 0.771, 0.697, 1.175, 1.082, 0.164, 0.821, 0.718, 0.952, 0.768, 0.996, 0.642, 0.418, 0.085, 0.433, 1.067, 0.687, 0.358, 0.284]",13.4,19.5,2.72,0.0226,dfdb0158-87c9-4a25-9c6c-bcc6bc7c2354,dfdb0158-87c9-4a25-9c6c-bcc6bc7c2354.laz,https://potree.example.com/viewer/dfdb0158-87c9-4a25-9c6c-bcc6bc7c2354
MA-NH65-SEG-0171,2025-08-13,mobile,167.6,40,66,6.2618,145.6,243,"[1.0, 1.119, 0.824, 0.351, 0.864, 0.835, 0.56, 0.477, 0.948, 0.682, 0.243, 0.82, 1.098, 1.142, 0.834, 0.273, 0.838, 0.493, 0.63, 0.259, 0.844, 1.027, 0.465, 0.925, 1.089, 0.33, 1.044, 0.115, 0.216, 1.185, 0.216, 1.074, 0.956, 0.166, 0.681, 0.567, 0.275, 0.183, 0.437, 0.724, 0.187, 0.76, 0.867, 0.81, 1.092, 0.703, 0.485, 0.069, 0.515, 0.445, 0.524, 0.068, 0.938, 0.619, 0.919, 0.539, 0.978, 0.587, 0.961, 0.693, 0.341, 1.094, 0.786, 1.111, 0.169, 0.741]",15.7,21.9,4.01,0.0281,a77cb44b-c51b-4f37-a72e-ccc131cff0a7,a77cb44b-c51b-4f37-a72e-ccc131cff0a7.laz,https://potree.example.com/viewer/a77cb44b-c51b-4f37-a72e-ccc131cff0a7
MA-SH50-SEG-0172,2025-10-26,mobile,243.8,57,29,2.3965,149.3,238,"[0.329, 0.218, 0.596, 0.727, 1.028, 1.073, 1.013, 0.519, 0.755, 0.543, 0.155, 0.485, 0.78, 0.693, 0.182, 0.903, 0.826, 0.243, 0.514, 0.2, 0.57, 0.468, 0.767, 0.571, 1.048, 0.051, 0.286, 0.71, 0.192]",16.5,18.3,3.5,0.0113,04461adb-3a3b-4410-be80-adbf206b52c8,04461adb-3a3b-4410-be80-adbf206b52c8.laz,https://potree.example.com/viewer/04461adb-3a3b-4410-be80-adbf206b52c8
MA-NH65-SEG-0173,2025-09-07,drone,273,64,39,2.5818,125.8,236,"[0.704, 0.089, 0.744, 0.798, 0.803, 0.665, 0.57, 0.253, 0.08, 0.367, 0.642, 0.517, 0.879, 0.969, 0.446, 0.151, 0.509, 0.82, 0.928, 0.999, 0.909, 0.881, 0.723, 0.146, 0.554, 1.144, 0.239, 0.195, 0.429, 0.104, 0.196, 1.05, 0.262, 0.854, 0.163, 0.788, 0.976, 0.362, 0.287]",9.3,15.7,2.39,0.0249,bff4e7a7-56a9-4da0-b4ab-f153f0a5f6b5,bff4e7a7-56a9-4da0-b4ab-f153f0a5f6b5.laz,https://potree.example.com/viewer/bff4e7a7-56a9-4da0-b4ab-f153f0a5f6b5
MA-NH65-SEG-0174,2025-04-05,phone,22.6,40,11,0.7873,116.5,240,"[0.881, 0.702, 0.387, 0.529, 0.263, 1.07, 1.068, 0.369, 0.443, 0.075, 0.903]",4,4.5,1.67,0.0039,ab7919ba-f709-49d1-b6cc-c28b769fe27e,ab7919ba-f709-49d1-b6cc-c28b769fe27e.laz,https://potree.example.com/viewer/ab7919ba-f709-49d1-b6cc-c28b769fe27e
MA-SH50-SEG-0175,2025-09-22,drone,200.6,40,30,2.1543,122.7,225,"[1.124, 1.015, 0.331, 0.075, 0.06, 0.815, 1.175, 0.124, 0.143, 0.88, 0.541, 0.421, 0.678, 0.173, 0.657, 0.936, 0.66, 0.687, 0.613, 0.578, 0.146, 0.795, 0.797, 0.634, 1.011, 0.795, 0.377, 0.755, 0.324, 0.071]",10.1,13.5,2.48,0.0088,64c40e34-f607-4d85-9a55-0779a0a04c01,64c40e34-f607-4d85-9a55-0779a0a04c01.laz,https://potree.example.com/viewer/64c40e34-f607-4d85-9a55-0779a0a04c01
MA-NH60-SEG-0176,2025-09-27,mobile,122.1,40,69,5.7262,123.2,246,"[0.139, 0.929, 0.892, 0.442, 0.227, 0.911, 1.161, 1.074, 0.706, 0.455, 1.067, 0.4, 0.386, 0.167, 1.111, 0.081, 1.043, 0.427, 1.154, 0.772, 0.332, 0.859, 0.124, 0.257, 0.774, 1.083, 0.559, 1.048, 0.383, 0.295, 0.816, 0.176, 0.475, 0.886, 0.154, 0.5, 0.476, 0.642, 0.272, 0.795, 0.379, 1.004, 1.174, 0.318, 0.15, 1.058, 1.136, 0.791, 0.155, 1.196, 1.16, 1.145, 0.43, 0.24, 0.921, 0.929, 1.049, 0.555, 1.063, 0.579, 0.704, 0.173, 0.177, 0.228, 0.804, 0.423, 0.567, 0.305, 0.824]",5.7,9.8,2.98,0.0236,60745bd6-5155-4a28-a652-a6d569b81749,60745bd6-5155-4a28-a652-a6d569b81749.laz,https://potree.example.com/viewer/60745bd6-5155-4a28-a652-a6d569b81749
MA-NH48-SEG-0177,2025-08-15,phone,18.8,40,4,0.3588,139,226,"[0.608, 0.251, 0.661, 0.871]",5.5,8.6,1.76,0.0024,79135dd6-1cc6-4c4c-9ecf-dcda90a59252,79135dd6-1cc6-4c4c-9ecf-dcda90a59252.laz,https://potree.example.com/viewer/79135dd6-1cc6-4c4c-9ecf-dcda90a59252
MA-SH60-SEG-0178,2025-04-20,mobile,141.4,40,117,10.9429,142,250,"[0.954, 0.446, 0.835, 0.325, 0.263, 1.003, 0.721, 0.321, 1.122, 0.397, 0.323, 1.173, 0.203, 0.713, 0.304, 0.212, 1.006, 0.973, 0.951, 0.959, 1.029, 0.708, 0.293, 0.693, 0.381, 0.826, 1.112, 0.192, 0.556, 0.467, 0.43, 1.131, 0.582, 1.085, 0.318, 0.963, 0.631, 0.192, 0.195, 1.111, 0.99, 0.159, 0.446, 1.054, 0.096, 0.513, 0.221, 1.062, 1.026, 0.149, 1.027, 0.551, 0.969, 1.082, 0.701, 1.019, 0.445, 0.102, 0.341, 0.564, 0.666, 1.089, 0.979, 0.081, 1.193, 0.07, 0.316, 0.972, 0.527, 1.144, 0.157, 0.298, 0.556, 1.04, 0.14, 0.942, 0.118, 1.197, 0.955, 0.653, 1.004, 0.238, 1.173, 1.106, 0.836, 0.861, 0.079, 0.863, 0.527, 1.022, 0.659, 0.419, 0.983, 1.117, 0.337, 0.899, 0.429, 1.118, 0.084, 0.404, 1.043, 1.08, 0.86, 0.139, 0.598, 0.07, 1.107, 0.684, 1.079, 0.786, 0.189, 1.036, 0.792, 0.123, 0.775, 0.984, 0.571]",5.3,8.4,2.17,0.0471,6e01c68f-e650-4160-a333-541caa83290c,6e01c68f-e650-4160-a333-541caa83290c.laz,https://potree.example.com/viewer/6e01c68f-e650-4160-a333-541caa83290c
MA-NH65-SEG-0179,2025-11-17,phone,11.5,40,3,0.1024,100.3,132,"[0.589, 0.159, 0.448]",4,4.6,1.16,0.0011,d2a498f2-99ba-48b6-bee3-7e92cb9efe8c,d2a498f2-99ba-48b6-bee3-7e92cb9efe8c.laz,https://potree.example.com/viewer/d2a498f2-99ba-48b6-bee3-7e92cb9efe8c
MA-SH60-SEG-0180,2025-08-07,mobile,143.6,40,9,0.6197,135.7,239,"[0.383, 1.154, 1.036, 0.144, 0.978, 0.616, 0.592, 0.432, 0.111]",17.2,27.1,2.95,0.0039,77f576ce-c21e-46f7-a92e-3468eddc2173,77f576ce-c21e-46f7-a92e-3468eddc2173.laz,https://potree.example.com/viewer/77f576ce-c21e-46f7-a92e-3468eddc2173
MA-NH65-SEG-0181,2026-01-08,mobile,199.2,53,10,1.0451,147.8,220,"[0.532, 0.912, 0.728, 0.536, 0.215, 0.818, 0.583, 1.002, 1.176, 0.276]",3.7,3.9,2.7,0.0062,f4303767-2d5c-43f6-a5a2-dc1d188344ad,f4303767-2d5c-43f6-a5a2-dc1d188344ad.laz,https://potree.example.com/viewer/f4303767-2d5c-43f6-a5a2-dc1d188344ad
MA-SH50-SEG-0182,2025-09-26,mobile,179.4,44,72,6.0685,133.1,248,"[1.159, 0.145, 0.288, 0.598, 0.414, 0.678, 0.859, 0.391, 0.519, 0.814, 0.471, 0.714, 1.18, 1.195, 0.117, 1.127, 0.164, 1.086, 1.188, 1.083, 0.804, 0.077, 0.605, 0.159, 0.487, 0.062, 0.747, 0.818, 0.403, 0.719, 0.423, 0.823, 0.066, 1.071, 0.259, 0.67, 1.138, 0.27, 0.169, 0.168, 0.168, 0.501, 0.804, 0.225, 1.155, 0.726, 0.638, 0.699, 0.386, 0.833, 0.579, 0.372, 0.583, 0.616, 0.297, 0.829, 0.466, 0.085, 0.388, 0.557, 0.887, 0.127, 1.156, 0.739, 0.408, 0.985, 1.048, 0.927, 0.578, 0.293, 0.937, 0.755]",6.9,7.5,2.22,0.0293,c55b9cb7-4165-4caf-98eb-017150c51880,c55b9cb7-4165-4caf-98eb-017150c51880.laz,https://potree.example.com/viewer/c55b9cb7-4165-4caf-98eb-017150c51880
MA-NH48-SEG-0183,2025-06-22,mobile,87.2,40,47,4.5567,139.1,248,"[0.728, 0.85, 0.624, 0.732, 0.257, 0.768, 0.502, 1.196, 0.11, 0.255, 0.966, 0.516, 0.927, 0.892, 0.652, 0.711, 0.347, 0.331, 1.029, 0.738, 0.508, 0.393, 1.059, 0.056, 0.753, 0.878, 0.927, 1.178, 0.408, 0.541, 0.849, 0.908, 0.377, 0.832, 1.147, 0.392, 0.661, 0.748, 0.8, 1.096, 1.138, 1.093, 0.413, 0.276, 0.223, 0.453, 0.254]",4.5,5.9,2.32,0.0197,70632289-1088-4fab-b17b-75726ac7d10a,70632289-1088-4fab-b17b-75726ac7d10a.laz,https://potree.example.com/viewer/70632289-1088-4fab-b17b-75726ac7d10a
MA-SH50-SEG-0184,2025-05-18,mobile,133.2,40,26,3.2557,168.7,249,"[0.306, 0.958, 1.107, 0.539, 0.806, 0.601, 1.047, 0.274, 0.211, 0.418, 1.141, 1.149, 1.144, 0.227, 0.848, 0.851, 0.897, 0.253, 0.327, 0.443, 0.978, 0.993, 0.652, 0.826, 0.581, 0.814]",5,8,1.96,0.008,730d02ff-aa70-4bee-84bb-f42d18a5a7f8,730d02ff-aa70-4bee-84bb-f42d18a5a7f8.laz,https://potree.example.com/viewer/730d02ff-aa70-4bee-84bb-f42d18a5a7f8
MA-SH60-SEG-0185,2025-11-19,phone,31.9,40,14,1.4081,150.6,244,"[0.759, 0.301, 1.005, 0.956, 1.148, 1.105, 0.218, 0.783, 0.317, 0.417, 0.359, 0.495, 0.631, 0.075]",4.9,7.2,1.9,0.0136,fdc79e58-edc6-4f22-9388-168a25278e5d,fdc79e58-edc6-4f22-9388-168a25278e5d.laz,https://potree.example.com/viewer/fdc79e58-edc6-4f22-9388-168a25278e5d
MA-NH60-SEG-0186,2026-02-01,drone,470.3,93,68,5.6599,131,249,"[0.63, 0.341, 0.501, 0.87, 1.193, 0.86, 0.248, 0.898, 0.283, 0.147, 0.457, 0.629, 1.084, 0.913, 0.473, 0.714, 0.542, 0.371, 1.176, 0.431, 0.829, 0.707, 0.995, 0.278, 0.565, 0.962, 0.843, 0.65, 0.794, 0.994, 1.178, 0.88, 0.309, 0.682, 0.293, 0.192, 0.845, 0.737, 0.808, 0.115, 1.138, 0.766, 0.089, 0.391, 0.842, 0.364, 0.778, 1.128, 0.282, 1.055, 0.532, 0.198, 0.647, 0.265, 0.762, 0.304, 0.634, 0.52, 0.138, 0.686, 0.683, 1.161, 0.726, 0.094, 0.073, 0.668, 0.168, 0.989]",15.3,26.2,3.46,0.0191,26a11f8b-5189-4dcb-836f-7c42604d4819,26a11f8b-5189-4dcb-836f-7c42604d4819.laz,https://potree.example.com/viewer/26a11f8b-5189-4dcb-836f-7c42604d4819
MA-NH60-SEG-0187,2025-07-08,phone,33.9,40,9,0.8505,116,248,"[0.713, 0.927, 1.188, 0.232, 0.726, 0.48, 1.019, 1.136, 0.373]",5,7.9,1.45,0.0078,0921be2b-f2d0-4aaf-8ffc-9af60574238e,0921be2b-f2d0-4aaf-8ffc-9af60574238e.laz,https://potree.example.com/viewer/0921be2b-f2d0-4aaf-8ffc-9af60574238e
MA-NH160-SEG-0188,2025-10-07,mobile,242.8,63,67,5.3016,130,240,"[0.679, 0.615, 0.518, 0.331, 0.472, 0.848, 0.21, 1.052, 0.492, 1.118, 1.056, 0.545, 0.54, 0.644, 0.073, 0.398, 0.206, 0.45, 0.428, 1.121, 0.425, 0.903, 1.174, 0.084, 0.445, 0.841, 0.399, 0.47, 0.967, 0.548, 0.77, 0.255, 0.277, 0.449, 0.824, 1.064, 1.109, 0.879, 0.163, 0.818, 0.525, 0.141, 1.13, 0.275, 0.974, 0.21, 0.472, 0.835, 0.301, 0.508, 0.107, 0.433, 0.529, 1.089, 0.726, 0.56, 0.781, 0.564, 0.858, 0.952, 0.836, 0.763, 0.506, 0.546, 0.169, 0.991, 0.798]",3.2,5.5,2.47,0.0241,3cd83607-13fd-411b-bcb2-5ad79788e1f4,3cd83607-13fd-411b-bcb2-5ad79788e1f4.laz,https://potree.example.com/viewer/3cd83607-13fd-411b-bcb2-5ad79788e1f4
MA-NH48-SEG-0189,2025-05-24,drone,306.2,83,46,4.279,147.6,246,"[0.895, 0.149, 0.625, 0.362, 0.218, 1.027, 0.203, 1.051, 0.764, 0.342, 0.238, 0.747, 0.342, 1.077, 0.088, 0.122, 0.341, 0.886, 0.852, 0.817, 0.296, 0.713, 1.011, 1.037, 0.742, 0.966, 0.989, 0.312, 0.766, 0.58, 0.904, 0.52, 0.886, 1.114, 0.19, 0.159, 0.28, 1.128, 0.942, 0.197, 0.447, 1.021, 0.149, 0.117, 1.153, 0.235]",7.8,11.5,2.75,0.0156,d5a1670d-eb73-44fc-8d5f-4954c8583292,d5a1670d-eb73-44fc-8d5f-4954c8583292.laz,https://potree.example.com/viewer/d5a1670d-eb73-44fc-8d5f-4954c8583292
MA-NH60-SEG-0190,2025-09-30,phone,13.7,40,4,0.1781,92.8,130,"[0.768, 0.135, 0.377, 0.625]",2.3,2.6,0.79,0.0033,3831f583-c87f-4a38-bfc6-64f0a29a4afe,3831f583-c87f-4a38-bfc6-64f0a29a4afe.laz,https://potree.example.com/viewer/3831f583-c87f-4a38-bfc6-64f0a29a4afe
MA-NH48-SEG-0191,2025-07-20,phone,13.3,40,15,0.9592,116.4,244,"[0.864, 0.404, 0.431, 0.973, 0.639, 0.738, 0.164, 0.582, 0.183, 0.205, 0.242, 0.452, 0.989, 0.796, 0.832]",4.7,7.2,2.26,0.004,7582a6b7-0cc6-4f88-96af-00b3a9844d78,7582a6b7-0cc6-4f88-96af-00b3a9844d78.laz,https://potree.example.com/viewer/7582a6b7-0cc6-4f88-96af-00b3a9844d78
MA-NH160-SEG-0192,2025-12-08,mobile,164.4,40,4,0.2694,95,172,"[0.768, 0.323, 0.747, 0.672]",4.4,6.1,1.12,0.0048,95ab7538-f823-474e-b779-a7f17800575e,95ab7538-f823-474e-b779-a7f17800575e.laz,https://potree.example.com/viewer/95ab7538-f823-474e-b779-a7f17800575e
MA-NH60-SEG-0193,2026-02-17,mobile,221.4,50,42,3.0397,132.9,243,"[0.376, 0.888, 0.78, 1.05, 0.925, 0.648, 0.648, 0.472, 0.253, 0.409, 0.283, 0.628, 0.305, 0.351, 1.107, 0.396, 0.947, 0.262, 1.111, 0.426, 0.607, 0.127, 0.66, 0.512, 0.893, 1.178, 0.627, 0.497, 0.596, 1.016, 0.403, 0.687, 0.067, 1.083, 0.102, 0.159, 0.125, 0.689, 0.527, 1.017, 0.172, 0.464]",5.9,9.4,2.28,0.01,b4054720-18f6-488c-a7dc-6597d06cfe22,b4054720-18f6-488c-a7dc-6597d06cfe22.laz,https://potree.example.com/viewer/b4054720-18f6-488c-a7dc-6597d06cfe22
MA-NH160-SEG-0194,2026-02-06,mobile,118.6,40,53,4.6662,145.5,237,"[0.663, 1.043, 1.137, 0.389, 0.341, 1.141, 0.294, 0.892, 0.408, 0.197, 0.196, 0.661, 0.968, 0.2, 0.388, 0.393, 0.535, 0.678, 1.011, 0.749, 1.152, 1.077, 0.922, 1.122, 0.626, 0.453, 0.226, 0.921, 0.306, 0.067, 0.476, 0.896, 0.864, 1.083, 0.616, 0.461, 0.378, 0.985, 0.644, 0.405, 0.442, 1.047, 0.612, 0.856, 0.311, 0.073, 0.211, 0.933, 0.996, 0.219, 1.036, 0.127, 0.166]",12.8,16,3.6,0.0159,b97329c5-92e2-4bf4-9e7c-7249a66b8d41,b97329c5-92e2-4bf4-9e7c-7249a66b8d41.laz,https://potree.example.com/viewer/b97329c5-92e2-4bf4-9e7c-7249a66b8d41
